address,country,hs_object_id,industry,phone,raw_email,technical_test___create_date,city,countryTuple
"Argyle  Hill, 2648",England,463551,Bakery products,(+44) 1585 412328,alan_simpson1772524150@irrepsy.com,2021-10-19,Milton Keynes,"('England', 'Milton Keynes')"
"Dunstable   Lane, 4747",England,458529,Animal feeds,(+44) 5860 30836,alan_tait2014310774@ubusive.com,2021-03-26,London,"('England', 'London')"
"Chartham  Tunnel, 2674",England,459027,;Bakery products;Fruit and vegetables;Meat;Poultry and fish,(+44) 7260 282170,alan_warner22954315@fuliss.net,2021-12-06,,"('England', nan)"
"Bective  Road, 7479",England,458801,Meat,(+44) 7518 505704,alba_graham1855117075@typill.biz,2021-03-23,Plymouth,"('England', 'Plymouth')"
"Chandos  Boulevard, 961",England,461901,Animal feeds,(+44) 7515 762025,alba_graham357654366@hourpy.biz,2021-05-10,London,"('England', 'London')"
"Coalecroft  Vale, 6246",Ireland,460682,Animal feeds,(+44) 5108 17343,alba_parker1611972813@zorer.org,2021-05-30,Cork,"('Ireland', 'Cork')"
"Carol   Vale, 5586",England,454816,Meat,(+44) 1524 13623,alba_parker1941911962@bungar.biz,2021-06-06,Oxford,"('England', 'Oxford')"
"Abbey   Boulevard, 1649",Ireland,460868,Bakery products,(+44) 8435 032084,alba_warner1407189371@joiniaa.com,2021-10-01,Limerick,"('Ireland', 'Limerick')"
"Camberwell  Avenue, 7295",England,459678,Animal feeds,(+44) 1833 000811,alba_warner18047912@deavo.com,2021-03-01,Winchester,"('England', 'Winchester')"
"Caldwell   Hill, 600",England,460185,Dairy products,(+44) 3717 406860,aleksandra_hunt1301132128@famism.biz,2021-05-24,Oxford,"('England', 'Oxford')"
"Bayberry Avenue, 6248",Ireland,461703,Milling,(+44) 2610 513023,aleksandra_hunt950180199@gembat.biz,2021-07-21,Dublin,"('Ireland', 'Dublin')"
"Queen Route, 7086",Ireland,463601,Dairy products,(+44) 4042 875203,aleksandra_murray2016147171@sveldo.biz,2021-03-05,,"('Ireland', nan)"
"Blore  Hill, 9909",England,448230,Milling,(+44) 6253 120051,aleksandra_murray765093796@vetan.org,2021-05-12,,"('England', nan)"
"South Pass, 8420",England,461106,Milling,(+44) 4653 646072,aleksandra_west1969027294@cispeto.com,2021-08-30,London,"('England', 'London')"
"Ernest  Alley, 1062",England,459014,Poultry and fish,(+44) 1627 27710,aleksandra_west513222080@deavo.com,2021-03-20,London,"('England', 'London')"
"Queen Tunnel, 6372",England,456303,Poultry and fish,(+44) 1306 462666,alessandra_wheeler1278480487@naiker.biz,2021-05-24,Winchester,"('England', 'Winchester')"
"Dunton  Hill, 5053",Ireland,459008,Milling,(+44) 4461 872242,alessandra_wheeler1645159682@hourpy.biz,2021-03-08,Limerick,"('Ireland', 'Limerick')"
"Longmoore   Alley, 5244",England,461506,Bakery products,(+44) 4874 642061,alessia_adams2030001769@corti.com,2021-03-04,Plymouth,"('England', 'Plymouth')"
"Buttonwood Grove, 8362",England,458528,Fruit and vegetables,(+44) 2876 734228,alessia_adams620166413@gmail.com,2021-12-25,Milton Keynes,"('England', 'Milton Keynes')"
"Balfour    Pass, 1962",Ireland,457934,Poultry and fish,(+44) 8268 065070,alessia_martin1093321994@tonsy.org,2021-11-22,Cork,"('Ireland', 'Cork')"
"Camdale  Route, 1295",England,454981,Dairy products,(+44) 8208 452216,alessia_martin481095061@bungar.biz,2021-10-27,,"('England', nan)"
"Elgood   Route, 4479",England,454635,Bakery products,(+44) 4862 567642,alessia_mcleod1589401908@hourpy.biz,2021-12-18,Winchester,"('England', 'Winchester')"
"Arline    Vale, 9293",England,454125,Bakery products,(+44) 3077 718730,alessia_randall2004021402@zorer.org,2021-01-06,London,"('England', 'London')"
"Cavell   Alley, 1048",Ireland,457652,Poultry and fish,(+44) 1655 824080,alessia_randall2087632973@yahoo.com,2021-07-17,Waterford,"('Ireland', 'Waterford')"
"Magnolia Alley, 4035",England,463051,Meat,(+44) 2813 033646,alessia_vallory218624216@gmail.com,2021-09-15,London,"('England', 'London')"
"Betton  Grove, 2289",Ireland,463052,Bakery products,(+44) 1486 466757,alex_collins643265885@guentu.biz,2021-06-26,Waterford,"('Ireland', 'Waterford')"
"Birkenhead   Hill, 1872",Ireland,461379,Bakery products,(+44) 4543 370112,alex_ellis1245298142@bungar.biz,2021-07-06,Dublin,"('Ireland', 'Dublin')"
"Under  Avenue, 5569",England,461722,Fruit and vegetables,(+44) 5503 401434,alex_hope1062028056@bretoux.com,2021-05-24,Milton Keynes,"('England', 'Milton Keynes')"
"Canal  Route, 4125",Ireland,454142,Dairy products,(+44) 7532 674744,alex_hope1503719014@acrit.org,2021-10-29,Cork,"('Ireland', 'Cork')"
"King Rue, 40",Ireland,463753,Fruit and vegetables,(+44) 8385 141067,alex_lyon92866971@qater.org,2021-03-26,Waterford,"('Ireland', 'Waterford')"
"Clifton  Vale, 9836",Ireland,454188,Poultry and fish,(+44) 1543 720070,alex_mackenzie1149410560@acrit.org,2021-09-01,Limerick,"('Ireland', 'Limerick')"
"West Street, 3270",England,460456,Poultry and fish,(+44) 8452 351531,alex_mackenzie1844337164@joiniaa.com,2021-02-28,Milton Keynes,"('England', 'Milton Keynes')"
"Elba  Alley, 3874",Ireland,461532,Animal feeds,(+44) 5887 624864,alex_morris1648017932@elnee.tech,2021-07-15,Waterford,"('Ireland', 'Waterford')"
"Babmaes    Walk, 7193",England,462410,Poultry and fish,(+44) 1403 184165,alex_rose141610187@womeona.net,2021-05-13,Plymouth,"('England', 'Plymouth')"
"Andrews  Street, 5003",Ireland,462406,Meat,(+44) 7466 133250,alexa_dwyer1913266281@vetan.org,2021-05-17,Cork,"('Ireland', 'Cork')"
"Timothy  Pass, 9317",England,459662,Fruit and vegetables,(+44) 6407 063207,alexa_leslie1547070151@vetan.org,2021-06-16,Winchester,"('England', 'Winchester')"
"Cedarne  Boulevard, 2028",Ireland,454619,Fruit and vegetables,(+44) 1832 046611,alexa_leslie1757667516@bauros.biz,2021-03-03,Waterford,"('Ireland', 'Waterford')"
"Collins  Drive, 9684",Ireland,454114,Fruit and vegetables,(+44) 2062 785447,alexa_michael1098069327@corti.com,2021-12-18,,"('Ireland', nan)"
"Epworth  Route, 4497",Ireland,455777,Animal feeds,(+44) 8641 405011,alexa_michael1485708630@kideod.biz,2021-05-02,Cork,"('Ireland', 'Cork')"
"Durweston   Route, 9763",Ireland,447049,Animal feeds,(+44) 6387 281157,alexa_miller462965062@liret.org,2021-12-19,Limerick,"('Ireland', 'Limerick')"
"Bendmore  Grove, 9249",England,460680,Bakery products,(+44) 4453 706665,alexa_miller705703752@sheye.org,2021-10-04,London,"('England', 'London')"
"Bush  Drive, 5816",Ireland,459012,Meat,(+44) 3062 835272,alexa_poulton1254043358@deavo.com,2021-09-22,,"('Ireland', nan)"
"Burton  Boulevard, 6306",England,460391,Meat,(+44) 1061 521724,alexa_simpson123759512@cispeto.com,2021-10-23,London,"('England', 'London')"
"Fairview Street, 3626",England,459673,Milling,(+44) 7071 776827,alexa_simpson661720920@deavo.com,2021-03-30,Plymouth,"('England', 'Plymouth')"
"Vine  Avenue, 83",Ireland,460235,Dairy products,(+44) 6523 182260,alexander_abbey158685788@mafthy.com,2021-08-18,Cork,"('Ireland', 'Cork')"
"Bellenden  Road, 3069",England,461352,Bakery products,(+44) 1328 268377,alexander_abbey762398581@fuliss.net,2021-01-11,Milton Keynes,"('England', 'Milton Keynes')"
"Carolina  Walk, 3607",Ireland,461378,Fruit and vegetables,(+44) 1518 58234,alexander_briggs100705309@ovock.tech,2021-03-27,,"('Ireland', nan)"
"Ensign   Vale, 6990",Ireland,459679,Milling,(+44) 6057 805132,alexander_briggs185180352@atink.com,2021-03-07,Limerick,"('Ireland', 'Limerick')"
"Durnford  Walk, 101",Ireland,460921,Fruit and vegetables,(+44) 6443 123001,alexander_bryant130502970@bungar.biz,2021-10-14,Limerick,"('Ireland', 'Limerick')"
"Billing  Vale, 6696",England,448195,Milling,(+44) 1632 307206,alexander_bryant1928040443@atink.com,2021-11-25,Milton Keynes,"('England', 'Milton Keynes')"
"Aspen Pass, 3657",Ireland,451197,Animal feeds,(+44) 5673 258560,alexander_bullock1800107672@iatim.tech,2021-06-22,Dublin,"('Ireland', 'Dublin')"
"Bayberry Boulevard, 5024",Ireland,460861,Meat,(+44) 3287 216145,alexander_bullock546237183@ubusive.com,2021-08-22,Dublin,"('Ireland', 'Dublin')"
"Rosewood Route, 7480",England,460244,Poultry and fish,(+44) 4042 522526,alexander_chester1093028212@iatim.tech,2021-01-05,London,"('England', 'London')"
"Clerkenwell Alley, 6619",England,459676,Dairy products,(+44) 8530 83715,alexander_chester557637955@muall.tech,2021-03-15,London,"('England', 'London')"
"Glenwood Grove, 2441",Ireland,460471,Dairy products,(+44) 4624 636357,alexander_farrant2121762272@infotech44.tech,2021-11-25,Limerick,"('Ireland', 'Limerick')"
"Birkenhead   Tunnel, 6229",Ireland,461368,Milling,(+44) 4474 73442,alexander_flanders1425749569@iatim.tech,2021-09-15,Waterford,"('Ireland', 'Waterford')"
"Ashley Boulevard, 7986",England,458506,Poultry and fish,(+44) 5164 836803,alexander_flanders1586334014@nanoff.biz,2021-03-26,Winchester,"('England', 'Winchester')"
"Fairholt   Boulevard, 2635",Ireland,461364,Poultry and fish,(+44) 1651 767646,alexander_goldsmith1070994088@joiniaa.com,2021-04-27,Cork,"('Ireland', 'Cork')"
"Gathorne   Boulevard, 1287",England,454835,Milling,(+44) 3756 758062,alexander_goldsmith1530332048@sveldo.biz,2021-07-15,London,"('England', 'London')"
"Birkbeck  Crossroad, 9984",Ireland,452525,Meat,(+44) 3630 827584,alexander_gordon126335321@supunk.biz,2021-03-20,Limerick,"('Ireland', 'Limerick')"
"Linda   Boulevard, 5600",England,460453,Dairy products,(+44) 1547 730516,alexander_gordon1874761895@bungar.biz,2021-05-17,Winchester,"('England', 'Winchester')"
"Bedford  Alley, 9720",Ireland,460668,Bakery products,(+44) 4432 744407,alexander_hepburn1868449346@extex.org,2021-06-29,Cork,"('Ireland', 'Cork')"
"Shepherds  Drive, 2344",Ireland,447093,Poultry and fish,(+44) 5053 73661,alexander_hepburn824642694@womeona.net,2021-08-24,Limerick,"('Ireland', 'Limerick')"
"Blore  Boulevard, 2864",England,459686,Bakery products,(+44) 7021 8422,alexander_hill184555120@gmail.com,2021-01-19,Winchester,"('England', 'Winchester')"
"Hickory   Hill, 6646",England,459760,Dairy products,(+44) 1385 650782,alexander_hill449936907@nanoff.biz,2021-04-07,,"('England', nan)"
"Bliss  Road, 7767",Ireland,460228,Meat,(+44) 6438 735253,alexander_hill487817409@mafthy.com,2021-03-08,Cork,"('Ireland', 'Cork')"
"Thomas More   Alley, 2991",England,460502,Poultry and fish,(+44) 1054 657670,alexander_jacobs1631576192@acrit.org,2021-01-08,Oxford,"('England', 'Oxford')"
"Howard Avenue, 7009",Ireland,454970,Animal feeds,(+44) 4235 184061,alexander_jacobs2038783248@elnee.tech,2021-10-07,,"('Ireland', nan)"
"Mariner  Crossroad, 2503",England,461361,Bakery products,(+44) 4844 13388,alexander_jefferson1338492976@tonsy.org,2021-03-01,London,"('England', 'London')"
"Charterhouse  Street, 6463",England,451200,Poultry and fish,(+44) 6304 517436,alexander_jefferson876436381@ovock.tech,2021-08-15,Winchester,"('England', 'Winchester')"
"Wakley   Alley, 7726",England,460811,Milling,(+44) 5445 106143,alexander_king1812577469@atink.com,2021-07-20,Winchester,"('England', 'Winchester')"
"Billing  Avenue, 5258",Ireland,459677,Animal feeds,(+44) 7271 378553,alexander_king2101149935@bulaffy.com,2021-11-04,,"('Ireland', nan)"
"Bagford   Hill, 822",Ireland,457905,Poultry and fish,(+44) 5256 503610,alexander_mann640815328@sveldo.biz,2021-04-09,Cork,"('Ireland', 'Cork')"
"Caxton  Vale, 4155",Ireland,458701,Poultry and fish,(+44) 5425 873236,alexander_mann899580022@brety.org,2021-12-24,Waterford,"('Ireland', 'Waterford')"
"Castile  Hill, 8881",England,462008,Bakery products,(+44) 7074 043361,alexander_mann926941312@sheye.org,2021-06-11,London,"('England', 'London')"
"Abbotswell  Street, 6634",Ireland,460901,Bakery products,(+44) 2635 50033,alexander_morrow1107601816@bretoux.com,2021-09-15,Limerick,"('Ireland', 'Limerick')"
"Blomfield  Drive, 3675",England,460801,Milling,(+44) 2421 81362,alexander_morrow1500763512@corti.com,2021-06-22,,"('England', nan)"
"Epworth  Drive, 6981",England,460469,Dairy products,(+44) 7641 703713,alexander_robertson1735859049@kideod.biz,2021-05-26,Oxford,"('England', 'Oxford')"
"Gathorne   Road, 9181",England,460922,Fruit and vegetables,(+44) 7827 738076,alexander_robertson1861914464@brety.org,2021-04-16,Oxford,"('England', 'Oxford')"
"Paris   Vale, 8307",England,454994,Fruit and vegetables,(+44) 2701 05443,alexander_rodgers330131514@supunk.biz,2021-03-07,Winchester,"('England', 'Winchester')"
"Chamberlain  Tunnel, 409",England,461354,Dairy products,(+44) 3680 155432,alexander_rodgers575302471@iatim.tech,2021-10-22,Milton Keynes,"('England', 'Milton Keynes')"
"Enderby   Alley, 4020",England,451181,Meat,(+44) 2672 415631,alexander_roscoe506201581@nimogy.biz,2021-03-25,Milton Keynes,"('England', 'Milton Keynes')"
"Biggerstaff   Street, 4024",Ireland,460702,Milling,(+44) 1740 132258,alexander_roscoe753006967@joiniaa.com,2021-10-08,Limerick,"('Ireland', 'Limerick')"
"Charterhouse  Road, 9213",Ireland,461514,Bakery products,(+44) 3775 50730,alexander_ross1072258803@nanoff.biz,2021-09-17,Waterford,"('Ireland', 'Waterford')"
"Bedford  Lane, 8747",England,454578,Dairy products,(+44) 2625 436311,alexander_ross1376458845@gmail.com,2021-05-22,Plymouth,"('England', 'Plymouth')"
"Linden Crossroad, 8875",Ireland,454985,Milling,(+44) 4255 022248,alexander_shields1593983084@gompie.com,2021-02-23,Dublin,"('Ireland', 'Dublin')"
"Underwood  Avenue, 8384",England,457904,Dairy products,(+44) 6051 620050,alexander_shields491661478@gompie.com,2021-07-11,Oxford,"('England', 'Oxford')"
"Durweston   Hill, 5368",Ireland,454845,Meat,(+44) 7173 068168,alexander_taylor305517269@ovock.tech,2021-07-14,,"('Ireland', nan)"
"Spruce Lane, 2610",Ireland,454844,Milling,(+44) 8450 040073,alexander_taylor886543026@elnee.tech,2021-12-25,Waterford,"('Ireland', 'Waterford')"
"Apsley    Way, 4088",Ireland,460190,Milling,(+44) 1377 858070,alexander_whitehouse1244392118@grannar.com,2021-08-15,Waterford,"('Ireland', 'Waterford')"
"Clarges   Crossroad, 4389",Ireland,455791,Animal feeds,(+44) 1060 781253,alexander_whitehouse556221863@mafthy.com,2021-02-19,Limerick,"('Ireland', 'Limerick')"
"Enford   Grove, 1469",England,460233,Bakery products,(+44) 1724 450183,alexander_wooldridge1147429844@eirey.tech,2021-12-07,Plymouth,"('England', 'Plymouth')"
"Beaumont  Crossroad, 5755",Ireland,460192,Fruit and vegetables,(+44) 8286 125655,alexander_wooldridge416369337@gembat.biz,2021-08-21,Dublin,"('Ireland', 'Dublin')"
"Bel   Rue, 2717",England,460371,Fruit and vegetables,(+44) 2477 768826,alexander_yang134510250@joiniaa.com,2021-09-18,Winchester,"('England', 'Winchester')"
"Caroline  Hill, 9826",England,460365,Bakery products,(+44) 3678 68341,alexander_yang711963282@deavo.com,2021-12-31,Winchester,"('England', 'Winchester')"
"Jackson Rue, 4442",Ireland,459763,Fruit and vegetables,(+44) 7340 473312,alexia_hudson442485398@ubusive.com,2021-01-24,,"('Ireland', nan)"
"English   Route, 8157",England,457924,Poultry and fish,(+44) 7214 80207,alexia_newman1722136935@liret.org,2021-07-01,Plymouth,"('England', 'Plymouth')"
"Waite  Alley, 4845",England,462001,Milling,(+44) 6677 406125,alexia_newman924405606@deons.tech,2021-02-09,Plymouth,"('England', 'Plymouth')"
"Westbourne Drive, 7233",Ireland,462301,Poultry and fish,(+44) 8615 350183,alexia_parker1344967645@bungar.biz,2021-04-18,,"('Ireland', nan)"
"Hamilton  Road, 898",England,446597,Fruit and vegetables,(+44) 5844 868054,alexia_parker966325580@gompie.com,2021-03-05,Milton Keynes,"('England', 'Milton Keynes')"
"Cedarne  Crossroad, 6306",Ireland,455770,Animal feeds,(+44) 2653 084401,alexia_vallory1449512116@muall.tech,2021-05-11,Cork,"('Ireland', 'Cork')"
"Underwood  Drive, 3292",England,454632,Animal feeds,(+44) 1705 372187,alexia_vallory623812648@joiniaa.com,2021-12-14,London,"('England', 'London')"
"Fairholt   Road, 6796",England,454185,Meat,(+44) 7062 785822,alison_cooper1362916357@bulaffy.com,2021-10-20,Winchester,"('England', 'Winchester')"
"Queen Caroline   Street, 769",England,448193,Fruit and vegetables,(+44) 1660 850862,alison_cooper384001937@elnee.tech,2021-04-17,Plymouth,"('England', 'Plymouth')"
"Thomas More   Boulevard, 648",Ireland,459772,Animal feeds,(+44) 8215 086630,alison_herbert2115044449@jiman.org,2021-08-05,,"('Ireland', nan)"
"Ashley Vale, 292",Ireland,455153,Poultry and fish,(+44) 1255 636582,alison_herbert418262176@famism.biz,2021-06-17,Limerick,"('Ireland', 'Limerick')"
"Apsley    Alley, 5134",Ireland,461713,Meat,(+44) 7527 647011,alison_rowlands396534502@gmail.com,2021-11-02,Waterford,"('Ireland', 'Waterford')"
"English   Drive, 879",England,460828,Fruit and vegetables,(+44) 2653 31071,alison_rowlands599643336@qater.org,2021-11-26,Milton Keynes,"('England', 'Milton Keynes')"
"Elia   Alley, 1195",England,459671,Bakery products,(+44) 6018 347058,alison_shea1847483040@sveldo.biz,2021-02-27,Winchester,"('England', 'Winchester')"
"Adderley   Street, 3055",Ireland,450748,Animal feeds,(+44) 2477 140434,alison_shea256009823@tonsy.org,2021-06-23,,"('Ireland', nan)"
"Tilson  Route, 6393",England,461522,Dairy products,(+44) 6771 638881,ally_cartwright1903432118@guentu.biz,2021-06-08,Milton Keynes,"('England', 'Milton Keynes')"
"Dyott   Tunnel, 6956",Ireland,448197,Fruit and vegetables,(+44) 1760 664042,ally_smith1245998519@liret.org,2021-02-08,Dublin,"('Ireland', 'Dublin')"
"Clifton  Pass, 5216",Ireland,452783,Fruit and vegetables,(+44) 2708 308184,ally_smith600500464@womeona.net,2021-11-22,,"('Ireland', nan)"
"Hampden  Route, 9184",Ireland,447132,Fruit and vegetables,(+44) 2224 857102,alma_dixon573604059@brety.org,2021-06-29,,"('Ireland', nan)"
"Fawn Road, 8734",Ireland,463101,Meat,(+44) 7278 284177,alma_dixon823996466@bungar.biz,2021-06-24,Cork,"('Ireland', 'Cork')"
"Clere  Rue, 9461",England,452546,Animal feeds,(+44) 1237 418683,alma_farrant1640834470@deons.tech,2021-05-07,Milton Keynes,"('England', 'Milton Keynes')"
"Blake  Way, 792",Ireland,463706,Fruit and vegetables,(+44) 6687 483538,alma_wright2054101970@supunk.biz,2021-05-27,Waterford,"('Ireland', 'Waterford')"
"Collingwood  Boulevard, 9543",England,457942,Milling,(+44) 6408 477342,amelia_eastwood1696946157@atink.com,2021-09-24,Winchester,"('England', 'Winchester')"
"Woodland Way, 1817",Ireland,461801,Poultry and fish,(+44) 4767 714174,amy_collins478940265@bungar.biz,2021-02-09,Cork,"('Ireland', 'Cork')"
"Beaconsfield  Hill, 2809",England,461716,Dairy products,(+44) 6583 248737,amy_collins784352516@vetan.org,2021-05-12,Plymouth,"('England', 'Plymouth')"
"Fairbairn  Grove, 3440",Ireland,458517,Milling,(+44) 1803 086572,anabel_mason1036901360@ovock.tech,2021-01-29,,"('Ireland', nan)"
"Vincent  Way, 1819",England,448182,Poultry and fish,(+44) 3676 086831,anabel_mason1490328591@deavo.com,2021-06-06,Winchester,"('England', 'Winchester')"
"Anns  Street, 5998",Ireland,461358,Bakery products,(+44) 1108 124612,anabelle_ebbs494909366@extex.org,2021-04-29,,"('Ireland', nan)"
"Longmoore   Road, 8172",Ireland,460663,Animal feeds,(+44) 2386 101231,anabelle_ebbs791527541@infotech44.tech,2021-01-13,Limerick,"('Ireland', 'Limerick')"
"Caldwell   Road, 1237",Ireland,459784,Fruit and vegetables,(+44) 6256 750475,anabelle_gilmour81578353@nimogy.biz,2021-10-17,Dublin,"('Ireland', 'Dublin')"
"Chestnut Rise Tunnel, 389",England,457521,Milling,(+44) 3220 581251,anabelle_graves2079377232@tonsy.org,2021-01-06,,"('England', nan)"
"Kingly  Street, 5904",England,450899,Bakery products,(+44) 4076 100622,anabelle_graves244142375@jiman.org,2021-01-09,Oxford,"('England', 'Oxford')"
"Charterhouse  Road, 1122",England,456904,Poultry and fish,(+44) 8654 072613,anais_alexander679549427@famism.biz,2021-08-15,Milton Keynes,"('England', 'Milton Keynes')"
"Central  Walk, 7151",Ireland,460197,Bakery products,(+44) 4645 153847,anais_alexander800749501@acrit.org,2021-08-03,,"('Ireland', nan)"
"Bethwin  Walk, 7952",Ireland,447083,Dairy products,(+44) 6721 546205,anais_hudson1499716452@bauros.biz,2021-07-07,Limerick,"('Ireland', 'Limerick')"
